ID,Sex,Marital status,Age,Education,Income,Occupation,Height,Weight,Settlement size,Parents name
100001713,female,non-single,26,high school,70649,unemployed,170,49,small city,Andrew
100001714,female,single,40,high school,95228,unemployed,188,71,small city,Samuel
100001715,female,single,25,other,46865,unemployed,187,74,small city,Martin
100001716,male,non-single,20,high school,101688,staff,144,67,small city,Lothor
100001717,female,non-single,23,high school,62618,unemployed,169,40,small city,Matt
100001718,female,single,27,other,102531,staff,177,43,small city,Martin
100001719,female,single,36,high school,100737,staff,179,39,small city,Samuel
100001720,female,non-single,25,high school,107321,staff,184,68,small city,Andrew
100001721,female,non-single,25,high school,112879,unemployed,178,38,small city,George
100001722,female,non-single,34,high school,125372,unemployed,170,40,small city,Samuel
100001723,female,single,24,other,69419,unemployed,166,58,small city,Jennifer
100001724,female,single,36,high school,124759,staff,164,56,small city,Ann
100001725,female,single,40,high school,79076,unemployed,146,38,small city,Martin
100001726,male,single,39,high school,84779,unemployed,187,65,small city,George
100001727,female,single,42,high school,77393,unemployed,176,53,small city,Andrew
100001728,male,single,35,high school,113187,unemployed,188,87,small city,Lothor
100001729,female,non-single,27,high school,99100,staff,177,58,small city,Samuel
100001730,male,single,27,other,64954,unemployed,151,69,small city,Ann
100001731,female,non-single,23,high school,103244,staff,170,62,small city,Ann
100001732,female,non-single,32,high school,124975,staff,173,71,small city,Ann
100001733,male,non-single,28,high school,133582,staff,182,64,small city,Roozan
100001734,male,single,22,other,103519,staff,173,90,small city,Samuel
100001735,male,single,31,other,117813,staff,167,65,small city,Samuel
100001736,female,non-single,22,high school,119902,staff,144,65,small city,Samid
100001737,male,single,23,other,70783,unemployed,181,75,small city,Andrew
100001738,female,non-single,35,high school,125470,unemployed,187,70,small city,Lothor
100001739,female,non-single,26,high school,109782,unemployed,156,64,small city,Jennifer
100001740,female,non-single,28,high school,78322,unemployed,148,60,small city,Andrew
100001741,male,single,54,high school,125517,staff,176,84,small city,Samuel
100001742,female,single,49,high school,102463,unemployed,158,55,small city,Samid
100001743,female,single,38,high school,89309,unemployed,186,64,small city,Ann
100001744,female,single,47,high school,110287,staff,145,40,small city,Jennifer
100001745,female,single,49,high school,122391,unemployed,177,69,small city,Ann
100001746,female,non-single,30,high school,116399,staff,172,63,small city,Samid
100001747,female,single,32,other,81907,unemployed,188,53,small city,Samid
100001748,female,non-single,24,high school,97909,unemployed,150,38,small city,Jennifer
100001749,female,single,25,other,68051,unemployed,182,64,small city,Andrew
100001750,male,single,33,high school,82414,unemployed,154,56,small city,Samuel
100001751,female,non-single,34,high school,123089,staff,140,36,small city,Samuel
100001752,female,non-single,24,high school,66537,unemployed,163,35,small city,Ann
100001753,female,single,36,high school,127926,unemployed,161,72,small city,Jennifer
100001754,female,single,41,high school,78963,unemployed,157,73,small city,Ann
100001755,male,non-single,33,high school,108694,staff,165,48,small city,Jennifer
100001756,female,non-single,26,high school,100892,staff,154,69,small city,Samid
100001757,female,single,36,high school,119560,staff,165,69,small city,Roozan
100001758,female,single,35,high school,116176,unemployed,154,68,small city,Ann
100001759,male,single,29,other,111854,staff,164,58,small city,Ann
100001760,female,non-single,26,high school,69831,unemployed,184,54,small city,Roozan
100001761,male,single,31,other,69375,unemployed,141,88,small city,Martin
100001762,male,non-single,26,high school,71310,unemployed,182,67,small city,Ann
100001763,male,single,47,high school,73913,unemployed,165,55,small city,Jennifer
100001764,male,non-single,20,high school,95492,staff,140,61,small city,Matt
100001765,male,single,45,high school,109329,unemployed,151,72,small city,Samid
100001766,male,single,36,high school,116027,staff,154,52,small city,Andrew
100001767,male,non-single,31,high school,81987,unemployed,166,88,small city,Samuel
100001768,female,single,41,high school,83481,unemployed,170,59,small city,Lothor
100001769,female,single,31,other,72361,unemployed,140,70,small city,Roozan
100001770,female,non-single,27,high school,106625,unemployed,143,36,small city,Ann
100001771,female,non-single,32,high school,123707,staff,169,65,small city,Samuel
100001772,female,single,43,high school,79353,unemployed,146,74,small city,Samuel
100001773,female,single,32,other,68347,unemployed,189,46,small city,Roozan
100001774,female,non-single,29,high school,115832,staff,174,56,small city,Jennifer
100001775,male,single,37,high school,89946,unemployed,163,61,small city,Samuel
100001776,female,single,35,high school,86319,unemployed,169,51,small city,Samid
100001777,female,non-single,23,high school,70963,unemployed,150,55,small city,Lothor
100001778,male,single,40,high school,106120,staff,156,59,small city,Jennifer
100001779,female,non-single,26,high school,97856,staff,141,74,small city,Roozan
100001780,male,single,28,other,61824,unemployed,178,83,small city,Martin
100001781,female,non-single,40,high school,103907,staff,158,65,small city,Samid
100001782,female,non-single,26,high school,99953,unemployed,171,49,small city,Martin
100001783,female,non-single,23,high school,113413,staff,174,54,small city,Martin
100001784,male,single,26,other,107091,unemployed,151,59,small city,Martin
100001785,male,single,26,other,124783,staff,150,75,small city,Roozan
100001786,female,single,49,high school,92281,unemployed,143,69,small city,Lothor
100001787,female,non-single,26,high school,96219,staff,148,37,small city,Ann
100001788,female,single,35,high school,86221,unemployed,186,56,small city,George
100001789,female,non-single,24,high school,80962,unemployed,188,73,small city,Martin
100001790,female,single,46,high school,78754,unemployed,188,71,small city,Roozan
100001791,male,single,26,other,60026,unemployed,147,71,small city,Martin
100001792,male,single,47,high school,88157,unemployed,184,60,small city,Roozan
100001793,male,single,27,other,59881,unemployed,169,58,small city,Jennifer
100001794,male,non-single,41,high school,112818,staff,152,51,small city,Ann
100001795,female,non-single,29,high school,102250,staff,144,47,small city,Martin
100001796,female,non-single,28,high school,38980,unemployed,171,70,small city,George
100001797,female,non-single,33,high school,81807,unemployed,185,52,small city,Martin
100001798,female,single,50,high school,93148,unemployed,177,72,small city,George
100001799,female,non-single,32,high school,108032,staff,184,72,small city,Ann
100001800,male,non-single,31,high school,89335,unemployed,154,82,small city,George
100001801,male,single,52,high school,95639,unemployed,183,90,small city,Lothor
100001802,male,single,53,high school,124902,staff,171,71,small city,Samid
100001803,female,non-single,34,high school,87801,unemployed,147,43,small city,George
100001804,female,non-single,22,high school,92538,staff,156,46,small city,Samid
100001805,male,non-single,33,high school,83687,unemployed,142,76,small city,Matt
100001806,male,single,32,other,128310,staff,141,60,small city,Matt
100001807,female,single,45,high school,104754,unemployed,181,50,small city,Martin
100001808,male,non-single,25,high school,68222,unemployed,172,58,small city,Jennifer
100001809,female,non-single,41,high school,97006,unemployed,141,54,small city,George
100001810,female,single,36,high school,107372,unemployed,156,41,small city,Matt
100001811,female,non-single,27,high school,110511,staff,163,62,small city,Ann
100001812,male,single,40,high school,72193,unemployed,173,83,small city,Lothor
100001813,female,single,37,high school,95972,unemployed,181,59,small city,Samid
100001814,male,single,35,high school,105556,unemployed,176,83,small city,Ann
100001815,male,single,34,high school,88701,unemployed,182,74,small city,Martin
100001816,female,single,28,other,117710,staff,149,38,small city,George
100001817,female,single,44,high school,76057,unemployed,152,38,small city,Andrew
100001818,male,non-single,27,high school,100392,staff,162,61,small city,Jennifer
100001819,female,single,50,high school,113308,staff,165,75,small city,Ann
100001820,female,non-single,18,high school,100924,staff,161,51,small city,Samuel
100001821,female,single,25,other,72188,unemployed,162,40,small city,Roozan
100001822,female,non-single,40,high school,70431,unemployed,177,42,small city,George
100001823,male,non-single,28,high school,110103,staff,159,80,small city,Andrew
100001824,female,non-single,23,high school,60825,unemployed,188,74,small city,Samid
100001825,female,non-single,35,high school,75100,unemployed,169,58,small city,Samuel
100001826,female,non-single,28,high school,129327,staff,178,55,small city,George
100001827,female,single,23,other,95541,staff,146,43,small city,Roozan
100001828,male,non-single,34,high school,112777,staff,155,47,small city,Samuel
100001829,female,non-single,29,high school,51496,unemployed,142,73,small city,George
100001830,female,single,35,high school,102781,staff,182,56,small city,George
100001831,female,non-single,32,high school,87494,unemployed,188,53,small city,Roozan
100001832,female,single,46,high school,72728,unemployed,186,54,small city,Samid
100001833,female,non-single,27,high school,114775,staff,165,43,small city,Lothor
100001834,female,non-single,25,high school,124359,staff,144,50,small city,Martin
100001835,female,non-single,27,high school,101620,unemployed,160,62,small city,Lothor
100001836,female,non-single,24,high school,87964,unemployed,140,40,small city,Samid
100001837,female,single,33,other,69523,unemployed,159,55,small city,Roozan
100001838,female,non-single,24,high school,109486,staff,164,38,small city,Martin
100001839,female,single,28,other,77206,unemployed,154,45,small city,Ann
100001840,female,single,35,high school,53608,unemployed,177,54,small city,Jennifer
100001841,female,non-single,30,high school,118677,staff,160,41,small city,Martin
100001842,male,single,43,high school,116512,staff,153,57,small city,Ann
100001843,male,non-single,21,high school,114756,unemployed,149,90,small city,Martin
100001844,female,non-single,24,high school,65852,unemployed,178,60,small city,Lothor
100001845,male,single,34,high school,75626,unemployed,180,61,small city,Ann
100001846,female,non-single,26,high school,127455,staff,163,55,small city,Samuel
100001847,male,single,37,high school,107073,staff,188,67,small city,George
100001848,female,non-single,32,high school,82196,unemployed,166,56,small city,Jennifer
100001849,female,non-single,33,high school,106741,unemployed,181,63,small city,Jennifer
100001850,male,non-single,28,high school,94518,staff,181,85,small city,Samid
100001851,female,non-single,30,high school,114430,staff,140,55,small city,Samid
100001852,female,non-single,26,high school,57165,unemployed,163,66,small city,Andrew
100001853,female,single,25,other,109610,unemployed,147,35,small city,Samid
100001854,male,single,33,other,113619,staff,164,53,small city,Lothor
100001855,female,non-single,30,high school,93854,staff,170,46,small city,Matt
100001856,female,non-single,26,high school,129022,staff,153,62,small city,Lothor
100001857,male,non-single,23,high school,66804,unemployed,179,58,small city,Matt
100001858,male,non-single,25,high school,62689,unemployed,151,68,small city,George
100001859,female,single,40,high school,67619,unemployed,155,46,small city,Matt
100001860,male,single,46,high school,113495,unemployed,140,72,small city,George
100001861,female,non-single,43,high school,48632,unemployed,152,44,small city,Samuel
100001862,female,non-single,22,high school,107394,unemployed,183,37,small city,Lothor
100001863,male,non-single,39,high school,72385,unemployed,143,75,small city,Martin
100001864,female,non-single,27,high school,115934,unemployed,151,58,small city,George
100001865,male,single,40,high school,93183,unemployed,140,52,small city,Martin
100001866,male,single,24,other,63506,unemployed,182,87,small city,Jennifer
100001867,female,single,52,high school,113619,staff,176,70,small city,Roozan
100001868,female,non-single,30,high school,121399,unemployed,153,51,small city,Samuel
100001869,female,non-single,34,high school,78281,unemployed,156,53,small city,George
100001870,female,single,38,high school,103926,staff,163,41,small city,Martin
100001871,male,non-single,39,high school,89097,unemployed,145,69,small city,Lothor
100001872,female,single,29,other,80852,unemployed,175,71,small city,Jennifer
100001873,male,non-single,25,high school,65207,unemployed,140,89,small city,Martin
100001874,female,non-single,35,high school,93495,unemployed,186,71,small city,Andrew
100001875,male,single,53,high school,121970,unemployed,148,56,small city,Samuel
100001876,male,single,26,other,62027,unemployed,152,75,small city,Lothor
100001877,male,single,33,high school,88602,unemployed,185,75,small city,Samid
100001878,male,non-single,29,high school,89914,unemployed,140,82,small city,Lothor
100001879,male,single,39,high school,83342,unemployed,142,53,small city,Jennifer
100001880,male,single,29,other,103439,staff,146,83,small city,Samuel
100001881,male,single,26,other,115451,staff,156,62,small city,Lothor
100001882,male,single,24,other,68250,unemployed,172,55,small city,Andrew
100001883,female,non-single,21,high school,113630,unemployed,155,65,small city,Roozan
100001884,female,non-single,26,high school,125880,staff,142,38,small city,Lothor
100001885,female,non-single,20,high school,91177,unemployed,179,62,small city,Andrew
100001886,female,single,35,high school,73266,unemployed,175,49,small city,Samid
100001887,female,non-single,24,high school,69021,unemployed,144,71,small city,George
100001888,female,single,40,high school,122593,staff,170,49,small city,Matt
100001889,female,single,44,high school,122180,staff,141,68,small city,Lothor
100001890,male,single,29,other,75160,unemployed,141,78,small city,Matt
100001891,female,non-single,39,high school,81973,unemployed,169,49,small city,Martin
100001892,female,non-single,35,high school,92194,unemployed,150,39,small city,Roozan
100001893,male,single,42,high school,107380,unemployed,152,53,small city,Matt
100001894,female,single,32,high school,98023,staff,180,39,small city,Andrew
100001895,male,single,48,high school,94868,unemployed,141,81,small city,Andrew
100001896,male,single,26,other,83442,unemployed,168,80,small city,Ann
100001897,female,non-single,26,high school,109887,staff,176,49,small city,Ann
100001898,male,single,42,high school,98876,unemployed,188,49,small city,Jennifer
100001899,male,single,48,high school,94962,unemployed,144,85,small city,Jennifer
100001900,female,non-single,42,high school,130740,staff,160,39,small city,George
100001901,female,non-single,27,high school,94095,unemployed,176,51,small city,Martin
100001902,female,non-single,37,high school,95071,unemployed,147,47,small city,Martin
100001903,male,single,33,other,117308,staff,145,51,small city,Andrew
100001904,male,single,33,high school,112093,staff,176,72,small city,Ann
100001905,female,single,37,high school,123893,staff,177,48,small city,Samuel
100001906,female,non-single,31,high school,80189,unemployed,165,75,small city,Jennifer
100001907,male,single,39,high school,124089,staff,186,78,small city,Matt
100001908,female,single,40,high school,82673,unemployed,143,66,small city,Andrew
100001909,female,non-single,28,high school,88858,unemployed,170,36,small city,Lothor
100001910,female,non-single,26,high school,80540,unemployed,161,45,small city,Ann
100001911,female,non-single,24,high school,84228,unemployed,162,37,small city,Jennifer
100001912,male,single,40,high school,103963,staff,188,77,small city,Andrew
100001913,female,non-single,29,high school,102397,staff,153,59,small city,George
100001914,male,single,43,high school,111563,staff,166,45,small city,Roozan
100001915,male,single,23,other,88260,unemployed,162,87,small city,Lothor
100001916,female,single,34,high school,114767,staff,157,45,small city,Roozan
100001917,female,non-single,42,high school,113275,staff,164,75,small city,Samuel
100001918,female,non-single,33,high school,104755,staff,177,47,small city,Ann
100001919,female,non-single,32,high school,120525,staff,143,63,small city,Andrew
100001920,female,non-single,26,high school,96082,unemployed,147,70,small city,Martin
100001921,female,non-single,23,high school,87227,unemployed,146,67,small city,Martin
100001922,female,non-single,26,high school,69333,unemployed,188,39,small city,Samid
100001923,female,non-single,27,high school,87777,unemployed,176,57,small city,Samid
100001924,male,single,24,other,70978,unemployed,170,70,small city,George
100001925,male,single,27,other,104196,unemployed,161,65,small city,Matt
100001926,female,non-single,26,high school,97551,staff,159,58,small city,Roozan
100001927,female,single,42,high school,78979,unemployed,188,60,small city,George
100001928,female,single,37,high school,82500,unemployed,159,57,small city,Lothor
100001929,female,non-single,26,high school,86306,unemployed,160,57,small city,Roozan
100001930,female,non-single,24,high school,78762,unemployed,166,53,small city,Matt
100001931,female,single,39,high school,125543,staff,174,56,small city,Matt
100001932,male,single,26,other,70336,unemployed,147,48,small city,Roozan
100001933,male,non-single,35,high school,112975,staff,180,76,small city,George
100001934,male,single,38,high school,96681,unemployed,148,84,small city,Samid
100001935,female,non-single,24,high school,98922,staff,176,58,small city,Matt
100001936,female,single,26,other,109250,staff,151,73,small city,Jennifer
100001937,male,single,25,other,108960,unemployed,182,85,small city,Lothor
100001938,male,single,40,high school,71302,unemployed,185,62,small city,Lothor
100001939,female,single,48,high school,107757,unemployed,181,56,small city,Andrew
100001940,female,non-single,22,high school,111600,staff,145,35,small city,George
100001941,female,non-single,25,high school,102974,staff,163,39,small city,Jennifer
100001942,male,non-single,24,high school,63442,unemployed,166,48,small city,Roozan
100001943,male,single,39,high school,118913,unemployed,154,67,small city,Lothor
100001944,male,single,39,high school,80987,unemployed,174,58,small city,Ann
100001945,female,non-single,21,high school,68790,unemployed,179,45,small city,Ann
100001946,female,single,27,other,86462,unemployed,142,50,small city,Samid
100001947,male,single,40,high school,76881,unemployed,143,75,small city,Ann
100001948,female,non-single,37,high school,107409,staff,141,63,small city,Samid
100001949,female,single,42,high school,69114,unemployed,141,52,small city,Samid
100001950,female,non-single,31,high school,119167,staff,151,51,small city,Roozan
100001951,female,non-single,31,high school,102018,staff,153,66,small city,Roozan
100001952,male,single,30,other,97680,staff,182,55,small city,Samuel
100001953,female,single,23,other,65062,unemployed,168,54,small city,Ann
100001954,male,single,33,other,118144,staff,164,54,small city,Martin
100001955,female,non-single,37,high school,124548,staff,143,65,small city,Ann
100001956,female,single,29,other,85637,unemployed,156,58,small city,George
100001957,female,single,31,high school,113108,staff,176,45,small city,George
100001958,male,single,39,high school,93554,unemployed,146,68,small city,Andrew
100001959,female,non-single,33,high school,42516,unemployed,175,43,small city,Martin
100001960,male,non-single,26,high school,72429,unemployed,149,74,small city,Martin
100001961,female,non-single,27,high school,110154,staff,140,62,small city,Ann
100001962,female,single,20,other,60965,unemployed,168,46,small city,Martin
100001963,female,non-single,27,high school,100618,unemployed,175,49,small city,Jennifer
100001964,female,non-single,26,high school,71021,unemployed,160,39,small city,Matt
100001965,male,single,40,high school,94189,unemployed,150,48,small city,Jennifer
100001966,male,single,24,other,44742,unemployed,172,53,small city,Lothor
100001967,female,non-single,22,high school,103201,staff,185,60,small city,Martin
100001968,female,non-single,24,high school,62335,unemployed,168,35,small city,Jennifer
100001969,female,single,27,other,103787,staff,148,53,small city,Martin
100001970,male,single,35,high school,99401,staff,149,62,small city,Jennifer
100001971,male,non-single,27,high school,105197,staff,187,64,small city,Matt
100001972,female,non-single,25,high school,115566,unemployed,167,39,small city,Martin
100001973,female,non-single,34,high school,125843,unemployed,155,45,small city,Samuel
100001974,female,single,24,other,67936,unemployed,148,75,small city,George
100001975,female,single,34,high school,120863,staff,177,39,small city,Matt
100001976,male,single,42,high school,77317,unemployed,149,70,small city,Lothor
100001977,female,single,38,high school,84653,unemployed,168,71,small city,Ann
100001978,male,single,42,high school,81606,unemployed,153,72,small city,Roozan
100001979,female,single,35,high school,113380,unemployed,146,66,small city,Jennifer
100001980,female,non-single,27,high school,100644,staff,145,57,small city,Matt
100001981,male,single,25,other,64037,unemployed,181,45,small city,Ann
100001982,female,non-single,23,high school,101350,staff,175,65,small city,Roozan
100001983,female,non-single,34,high school,126334,staff,163,69,small city,Andrew
100001984,female,non-single,28,high school,130877,staff,173,44,small city,Matt
100001985,male,single,21,other,103470,staff,148,83,small city,Lothor
100001986,female,single,32,other,114588,staff,148,73,small city,Andrew
100001987,female,non-single,21,high school,120682,staff,145,40,small city,Lothor
100001988,male,single,25,other,66628,unemployed,178,70,small city,Jennifer
100001989,female,non-single,35,high school,124447,unemployed,168,50,small city,Lothor
100001990,female,non-single,25,high school,106567,unemployed,179,46,small city,Samuel
100001991,female,non-single,31,high school,78758,unemployed,145,68,small city,Samid
100001992,male,single,54,high school,128537,staff,149,65,small city,Matt
100001993,female,single,51,high school,101074,unemployed,173,45,small city,Jennifer
100001994,female,single,38,high school,87670,unemployed,165,65,small city,Lothor
100001995,male,single,45,high school,113414,staff,178,64,small city,Roozan
100001996,female,single,47,high school,123525,unemployed,144,41,small city,Lothor
100001997,female,non-single,27,high school,117744,staff,155,51,small city,Roozan
100001998,male,single,31,other,86400,unemployed,168,69,small city,George
100001999,female,non-single,24,high school,97968,unemployed,168,48,small city,Matt
100002000,male,single,25,other,68416,unemployed,175,87,small city,Ann
